Response ID,Time Started,Date Submitted,Status,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, were $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,Score,What have you learned about teamwork from school?,What have you learned about leadership from school?,What do you know about managing money?,Quiz Score
7352,3/23/2015 12:13,3/23/2015 12:25,Complete,,,,,Edison,New Jersey,3,,Female,Other/Multi-Racial,It sold all its products,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,How popular the item/style might be.,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,,That it is important.,You can't always be in charge.,It is extremely important to keep a record book of taxes.,36
7353,3/23/2015 12:21,3/23/2015 12:37,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Revenue - Expenses = Profit (or Loss),Profit.,Make sure your company has the best commercial.,Make the product quickly and with limited waste.,All of the above.,5,3,4,5,4,4,5,4,5,4,4,5,4,5,5,4,,"I learned that teamwork is very important because when you work together, you get more than if you work as one.","I learned that leadership is very important because when you are a leader, you have to be trustworthy.","I know that when you are managing money,   you have to spend less, get more. You also have to save your profit to buy something that is useful for you and the rest of your team mates.",63
7355,3/23/2015 12:21,3/23/2015 12:40,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Hispanic,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,The quality of the product.,3,1,1,3,1,4,1,2,3,1,2,2,4,5,4,1,,You work together while your doing what you need to do.,Be together.,To be very rich and have every thing you want.,36
7356,3/23/2015 12:21,3/23/2015 12:42,Complete,United States,Garden City,NY,11530,Edison,New Jersey,other,,Female,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,5,3,5,4,5,5,5,4,3,4,4,4,4,5,5,,I have learned that you have to pitch in if you want to be part a the team and that                                                                                                                   you should always settle a disagreement bey telling your reasons not shouting at each other. ,I have learned that you shouldn't boss others around but ask what other's think to.,You shouldn't spent your money right away but save it.,45
7358,3/23/2015 12:21,3/23/2015 12:46,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$8 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Promote the product to your customers.,All of the above.,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,I have learned that in a group you all have to agree on one thing,I have learned that leadership is important.,You have to manage money carefully,36
7359,3/23/2015 12:21,3/23/2015 12:40,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,A promise to repay the loan plus interest.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,4,5,3,4,4,4,4,5,5,3,4,5,5,5,,I learned that teamwork is very important when you are working in a group. ,I learned that leadership means you have to be prepared to lead a group of people. ,I know about managing money is also very important because you have to do a lot of things to manage money and you can not loose it.,9
7360,3/23/2015 12:21,3/23/2015 12:52,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Black/African-American,It earned more money in revenue than it spent on expenses,Give the bank shares of stock.,$9 ,A promise to repay the loan plus interest.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Rent - Interest = Profit (or Loss),Profit.,Introduce your customers to your logo and slogan.,Promote the product to your customers.,How popular the item/style might be.,4,2,3,3,3,2,4,2,3,4,2,3,2,2,3,4,,With teamwork you could do more in life.,Leadership is a way you could be strong to people to be a leader,There money is important because the money that they have is for the componey that they own,18
7361,3/23/2015 12:21,3/23/2015 12:39,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$8 ,Decision-making power for product design.,You will be able to calculate your company's profits.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Promote the product to your customers.,The quality of the product.,4,2,5,4,5,4,3,4,2,3,4,5,4,4,3,4,,What I learned about teamwork from school is when you work with a team you get stronger for what you are doing. ,One thing I learned about leadership from school is leadership is what leads to the path of good quality.,What I know about managing money is you can't spend something all at once.,9
7362,3/23/2015 12:21,3/23/2015 12:40,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Profit.,All of the above.,Make the product quickly and with limited waste.,How popular the item/style might be.,4,2,5,5,5,5,5,5,4,5,5,2,4,4,3,5,,I have learnt many things such as discussing my ideas with each others if they don't have an idea.Also I try to make people get used to the group they work in.,If I am a leader I try to make people confident and try to motivate them if they are down about the group.,I know that you have to be careful using your money and try not to put too much money in stocks.,45
7363,3/23/2015 12:21,3/23/2015 12:42,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,4,5,5,5,5,5,4,4,5,4,3,5,5,5,5,,I learned that teamwork meas the whole team has to help . Everybody has to pitch in nobody should be left out .,Leadership means you have to lead somebody or some people. You have to feel strong when you lead people.,"Managing money is not a easy job. It takes lots of time,effort, and trustworthiness to manage money.",54
7364,3/23/2015 12:21,3/23/2015 12:39,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Other/Multi-Racial,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,Introduce your customers to your logo and slogan.,Promote the product to your customers.,All of the above.,5,4,4,5,5,4,4,4,3,5,4,4,4,4,5,4,,What I think is you should like always work together to get  a better grade.,Like if you have goo leadership everything will go well.On the other hand if you are not a good leader things will go bad.,Well you have to pay your company .Then you like take loans from the bank.Then you have to balance the money.,36
7365,3/23/2015 12:21,3/23/2015 12:55,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It didn't sell too many shares of stock to the venture capitalists,Just pay interest on the loan.,$8 ,A portion of company products and services.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Revenue.,Make sure your company has the best commercial.,Decide how the product will look.,All of the above.,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,,Teamwork is important when doing group work. Teamwork gets things done faster. Teamwork makes decisions more accurate or less accurate.  ,It important to be nice and know how to lead a company.,"It is important to know what money is worth, how to get it, and where to spend it.",27
7366,3/23/2015 12:21,3/23/2015 12:38,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It sold all its products,Just pay interest on the loan.,$9 ,A promise to repay the loan plus interest.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Sell the product to your customers.,All of the above.,5,4,3,5,5,5,4,5,4,5,5,4,4,5,4,5,,If you do not work in a group and do everything by yourself you will not accomplish anything.,You have to work very hard.,You have to be careful because if you spend to much your company might get scarce.,45
7367,3/23/2015 12:21,3/23/2015 12:40,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,4,5,5,4,5,5,4,5,5,4,3,4,5,5,4,,That it is really important because when you  grow up teamwork will be used a lot. So it is a great practice for your higher ages.,That leadership is very good because you are being a leader not a follower.,That you have to use it to buy stuff.,27
7370,3/23/2015 12:21,3/23/2015 12:41,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,4,4,4,5,3,4,4,3,3,5,4,3,4,3,4,3,,I have learned that when you do teamwork it happens much faster than if you do it alone.,I have learned that you have give strong reasons.,You have to pick an affordable and it should seem like it is worth it.,36
7371,3/23/2015 12:21,3/23/2015 12:47,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Other/Multi-Racial,It didn't sell too many shares of stock to the venture capitalists,Just repay balance of the loan.,$4 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Decide how the product will look.,"The cost of the supplies to make the product, including operating costs for the business.",5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,,IT is important,IT is good to be a good leader,The cost is the time it took to make plus the cost of the materials minus half of that number gives you the cost.,27
7373,3/23/2015 12:21,3/23/2015 12:46,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$4 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,Help increase sales of your product.,Sell the product to your customers.,How popular the item/style might be.,5,4,3,5,3,5,4,2,3,5,4,5,4,5,5,3,,You must get along.,Must be brave to be a leader.,You must keep money balanced.,54
7374,3/23/2015 12:21,3/23/2015 12:36,Complete,United States,Garden City,NY,11530,edison,New Jersey,3,,Female,Black/African-American,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,Decision-making power for product design.,You can prevent your company from losing money.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Cash on hand.,Introduce your customers to your logo and slogan.,Make the product quickly and with limited waste.,"The cost of the supplies to make the product, including operating costs for the business.",3,4,2,4,5,4,5,3,3,4,2,4,5,3,1,3,,you will get work done with teamwork.,don't be a bully be a buty ,keep it in a safe place,18
7375,3/23/2015 12:21,3/23/2015 12:43,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,All of the above.,Make the product quickly and with limited waste.,How popular the item/style might be.,5,4,5,5,4,4,5,4,5,5,5,4,4,5,5,5,,"Teamwork always helps you in many things such as, working in a group.You have to work in a group and share ideas it's like working in a team.",Leadership also helps you in many things when you want to be a leader.You get to decide who has to leader in a kind way.,Managing money allows you to manage money and earn it.,36
7376,3/23/2015 12:22,3/23/2015 12:46,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Other/Multi-Racial,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$9 ,Decision-making power for product design.,You will be able to calculate your company's profits.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Decide how the product will look.,How popular the item/style might be.,4,1,5,4,4,4,5,4,2,3,4,3,4,4,4,4,,When you work together you should agree on what to do.,I learned that leadership is a responsilpleted.,I know that managing money is that you have to to know the profit.,18
7377,3/23/2015 12:25,3/23/2015 12:44,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Rent - Interest = Profit (or Loss),Revenue.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,,That is you work together you can reach the goal of what you are thinking about.,That if you are the leader everything you do should be the right thing.,When you manage money you have to count money. Another thing that I know about managing money is that you have to be good at math so it would be easier to count. If you know how to count quickly then your company will know how much money they have in a fast way.,72
7380,3/23/2015 12:25,3/23/2015 12:39,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It earned the most revenue during sales,Repay the balance of the loan and interest.,$8 ,A portion of company products and services.,You will be able to calculate your company's profits.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Profit.,All of the above.,Decide how the product will look.,How popular the item/style might be.,3,2,3,5,1,4,3,3,4,5,5,4,4,4,4,3,,to work together and complete to your goal.,to be organized and have good judgment.  ,"to keep it safe , keep the records , and keep making records . ",18
7381,3/23/2015 12:25,3/23/2015 12:47,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Other/Multi-Racial,It sold all its products,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Cash on hand.,Help increase sales of your product.,Promote the product to your customers.,All of the above.,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,,"I have learned that it is important to know others ideas, as well as to share mine. I know that you don't have to agree, but you should always make your argument peaceful.",Leadership is important so that someone knows that they have someone so ask about how their ideas sound. Leading a group means that you are supposed to help the group to success.,"Managing money is important to the company because you know how much your customers pay you. If you know how much they pay you, you will know if the company is a success or not. Money is the thing that your company depends on, so you can have a successful company.",36
7382,3/23/2015 12:25,3/23/2015 12:38,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Just pay interest on the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Revenue.,All of the above.,Make the product quickly and with limited waste.,How popular the item/style might be.,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,5,,That you need to be patient and nice.,That it is important.,I know that you need to be good at math.,54
7384,3/23/2015 12:25,3/23/2015 12:59,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Decide how the product will look.,All of the above.,3,2,5,5,2,4,4,3,4,3,4,3,3,3,4,3,,"Teamwork helps everybody make things faster and easier to do.Teamwork is about your team and not just you,even if you disagree on something.You need to work together to form a happy team.Teamwork may sound a little boring but it's really fun.For instance,you can work as a team when you're doing chores.They can group together and do each job while having fun."," I'm not the best in leading people,but I know some things about being leader.If I was a CEO of a company and we have a disagreement I'd tell the workers whats really the best choice in a gentle and nice way.I'd maybe say something like this... ""Not to be mean,but I don't think your idea of only doing cool colors is the best choice.""  ","Managing money is a tough thing to do.But,  it's not too bad having a job as a cashier. For one thing I know,I know how much change to give a customer.For example: lets say a woman buys a carton of skim milk and it's costs $5.She gave the cashier $8,for sure the cashier would give her back $3.Sometimes I subtract to find that out,I can subtract $8 - $5 which equals the amount $3. ",54
7385,3/23/2015 12:25,3/23/2015 12:54,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned the most revenue during sales,Give the bank shares of stock.,$8 ,Decision-making power for product design.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Profit.,All of the above.,Promote the product to your customers.,All of the above.,5,4,5,4,5,5,2,5,5,4,5,4,5,5,4,4,,I have learned that teamwork helps kids and many other people to work together and succeed. Also working together is helping and taking others opinions. It is very important to work together.,That leadership is good. ,"Managing money is hard but is easy when you are used to it. Because when you are trying to keep track of the profit, as my opinion I say ""math is hard"". Now I have learned that math makes your brain sharp. So now I changed my mind that math is my favorite subject. Most of all math my favorite is money!",27
7387,3/23/2015 12:25,3/23/2015 12:45,Complete,United States,Garden City,NY,11530,edison,New Jersey,3,,Female,Asian/Pacific Islander,It sold all its products,Just repay balance of the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Capital.,All of the above.,Promote the product to your customers.,All of the above.,4,3,3,3,4,4,4,4,5,5,4,3,4,4,4,3,,Working as a group is fun and hleps each other also we learn more stuffs. Tell people what is the right thing to do and what is not the right thing to do.,You have to agree and disagree to people in your.I would disagree when like somone says that let's make the size of my leg that time I would disagree because it will take long time and we are wasting lot's of string,"I know about managing money is that you have to make the braclet the right amount and see what is the best deal you can make with the custromers,so they don't have to waste there all money",45
7388,3/23/2015 12:25,3/23/2015 14:00,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It sold all its products,Just repay balance of the loan.,$8 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Cash on hand.,Introduce your customers to your logo and slogan.,Decide how the product will look.,The amount of time it took to make the product.,4,4,5,5,4,5,3,4,4,5,5,5,5,5,5,4,,I have learned that working as a team is very good and it will lead you to success. If you work hard you will get success. For example: there is a problem and you work hard with your group to get it solved and it will work,I have learned that the better the leadership the team will be led to success too.,The things that I know about managing money is that to manage money you need to have a profit and repay the loan.,0
7389,3/23/2015 12:25,3/23/2015 12:44,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It sold all its products,Just repay balance of the loan.,$4 ,A promise to repay the loan plus interest.,All of the above.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Decide how the product will look.,The quality of the product.,4,5,4,4,2,4,4,4,4,4,4,4,3,2,4,4,,Teamwork helps things feel easy. It can also help you feel about the things you say to people,Leadership helps you get along with others,I don't know,18
7390,3/23/2015 12:25,3/23/2015 12:50,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned the most revenue during sales,Just repay balance of the loan.,$8 ,A portion of company products and services.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Cash on hand.,Demonstrate why your company and its products are special.,Decide how the product will look.,The quality of the product.,4,5,5,5,3,5,4,4,4,5,5,5,5,4,5,3,,"Teamwork helps you when you don't understand something,or you're shy.They also help you work faster without rushing,so you can do your best. ","Even though leadership is a lot of work to do,you can actually help people in your team.You can agree and disagree on ideas too.","You need to know how much money each product it should cost.If it's too expensive for the product,people won't buy it.",18
7391,3/23/2015 12:25,3/23/2015 12:44,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It sold all its products,Repay the balance of the loan and interest.,$8 ,A promise to repay the loan plus interest.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Expenses x Revenue = Profit,Profit.,Help increase sales of your product.,Make the product quickly and with limited waste.,The quality of the product.,3,5,3,5,5,4,5,4,3,5,4,3,4,5,5,3,,I have learned that teamwork requires agreeing and disagreeing. So there might be a little bit of argument before you can get along.,I learned that leadership is very important. So if someone is making a bad choice you should make the good choice.,"I know that managing money is very important and takes a little time because you have to collect, sort, and bank the money.",27
7392,3/23/2015 12:25,3/23/2015 13:03,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Decline to Respond,It sold all its products,Just repay balance of the loan.,$4 ,A promise to repay the loan plus interest.,You will know how much money you spent on expenses.,Receiving money with no other requirements.,Expenses + Profit = Revenue,Profit.,Introduce your customers to your logo and slogan.,Sell the product to your customers.,"The cost of the supplies to make the product, including operating costs for the business.",1,4,3,2,4,4,5,1,3,5,4,3,4,4,3,3,,"Yes my teacher Mrs. Kozak said that "" you should be polite to everybody in my group if we think there are anoying"".  ","I have learned in school that leadership is you are a good leader. Like for enxample is what if your friend does not know how to do a kart wheel, my sister friend Abby. Then I said to Abby "" Hey Abby"" she said "" sup"" then I shouted out "" I DO NOT KNOW HOW TO DO A KART WHEEL"". Then she said "" well let me show you how I am really good at teaching somebody to a kart wheel"" She said. Then she said "" so are you a lefty or a righty"" I said ""  I am a righty"". Next she said Put you right foot out and your left foot back next put your arms up then right hand down by your right foot next put your left arm up in the air and then put your plams  down on the ground next, flip your legs up in the air then do the landing"". Then i did it and then I couldn't do again. But anyways that is could good leadership.    ",I know about managing money because my mom used to be a lawyer so she has bin telling me about managing money.  ,0
7393,3/23/2015 12:25,3/23/2015 12:55,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Asian/Pacific Islander,It earned the most revenue during sales,Just repay balance of the loan.,$5 ,A promise to repay the loan plus interest.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,Demonstrate why your company and its products are special.,Promote the product to your customers.,The amount of time it took to make the product.,4,5,3,4,5,4,4,4,3,4,4,4,3,5,4,3,,What I learned about teamwork is when you  do teamwork it makes it easier and helps you understand thing better.Like if you don't understand something and your friend knows then you r fried will explain it to you.,What I learned about leadership in school is when you take the opportunity to have leadership is someone that is responsible.responsible. Everyone should do the good way of taking the chance of leadership.Like the bad ways is when you are taking leadership to do something that is wrong. ,What I know about managing money is to use money wisely.Money is not growing out of trees it is a treat for working hard and for people that take their work seriously  and does not joke around instead of working to earn money.,0
7394,3/23/2015 12:25,3/23/2015 12:53,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It didn't sell too many shares of stock to the venture capitalists,Just pay interest on the loan.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Receiving money with no other requirements.,Expenses x Revenue = Profit,Revenue.,All of the above.,Promote the product to your customers.,The quality of the product.,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,, I learned that cooperating is important and you have to listen to other while they are talking about their ideas. Also I don't want to fight so I will successfully make a good plan that others in my team strongly agree with. ,"When I am taking leadership in a team or group I want to be nice, allow others to talk about their own ideas and also don't want to get into major disagreements in which then evolves into a fight. Also I want to take responsibility for tasks which need to be done. And, I don't want to  have a bad company and then be accused for the bad amount of money we end up having(if). ","I know about managing money that I have to keep good sales, I have to run the company smoothly, and that I have to see if we get enough money to manage our company account. We have to be good and shouldn't loose any. We shouldn't take any money from anyone and should keep the money we earned in a good, safe place. ",27
7395,3/23/2015 12:25,3/23/2015 12:51,Complete,United States,Garden City,NY,11530,edison,New Jersey,3,,Male,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,A promise to repay the loan plus interest.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Decide how the product will look.,All of the above.,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,,T- Together E - Everyone A- Achieves M- More,"Leadership comes with great responsibilities, such as making the right decisions, seriousness, and understandment.","Money is not free you have to work hard to earn it, don't get fooled by anyone, loosing money is hard but, don't just give it up!",72
7396,3/23/2015 12:27,3/23/2015 12:42,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Decline to Respond,It sold all its products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be better able to make informed financial decisions.,Losing a part of the ownership of the company in exchange for money.,Expenses + Profit = Revenue,Revenue.,Help increase sales of your product.,Make the product quickly and with limited waste.,The quality of the product.,4,3,3,4,5,5,4,3,4,5,4,4,4,4,2,4,,That if you do not have teamwork things might get done slower. Also that it is important.,That leadership is important and if you have leadership sometimes it helps your group a lot.,If you do not manage it it will be disorganizes or you might also lose the money. It can also fly away in the wind if you don't hold it tight.,45
7397,3/23/2015 12:27,3/23/2015 12:52,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Female,Decline to Respond,It earned more money in revenue than it spent on expenses,Just repay balance of the loan.,$8 ,A promise to repay the loan plus interest.,All of the above.,Making a promise to pay back the venture capitalist.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Sell the product to your customers.,All of the above.,5,4,4,5,5,5,4,4,4,5,5,5,5,4,5,4,,"I have learned a lot of things. For example, When we don't agree on our ideas we just figure it out and don't fight just say I don't agree in a nice way and than the person will maybe think of another idea.","I learned that we should not be bossy while we are the leader because if you be bossy your workers will think you are not really a very nice person they might think you want everything your way and never agrees on another person's idea. For example, if there is a worker named Lauren, and she is not making a bracelet right the leader should tell Lauren, "" Hi Lauren, can I help you with your bracelet because maybe the costomer will like it the right way so not to be mean but that bracelet you are making is not queit right."" Then maybe Lauren will say,  "" Ok, can you please help me ''? So that is how you should be the leader.",I know that if a bracelet costs 2 biz bucks and the costomer gives you 5 bizbucks I know that I should give them 3 bizbucks back because 2+3=5. So I know what change to give the costomer. ,36
7398,3/23/2015 12:25,3/23/2015 12:44,Complete,United States,Garden City,NY,11530,New jersy,New Jersey,3,,Male,Other/Multi-Racial,It sold all its products,Repay the balance of the loan and interest.,$4 ,A promise to repay the loan plus interest.,You can prevent your company from losing money.,Taking out a loan from the venture capitalist.,Expenses x Revenue = Profit,Cash on hand.,All of the above.,Make the product quickly and with limited waste.,The quality of the product.,4,5,4,4,5,4,2,5,3,5,4,4,4,5,3,4,,that to work as a group and not to fight even if you don't like what the other kid is doing.  ,not to fight to agree is the best way to get involved because people wont want to be your friend.     ,to share it with your group and you relay need to know math to count it up.,27
7401,3/23/2015 12:26,3/23/2015 12:46,Complete,United States,Garden City,NY,11530,Edison,New Jersey,3,,Male,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Cash on hand.,Help increase sales of your product.,Make the product quickly and with limited waste.,The quality of the product.,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,,That if the team disagrees you come up with a decision.,You have to be organized.,Everything,36
